customer_id,signup_date,tenure_days,recency,frequency,monetary_value,web_sessions,page_views,cart_additions,click_through_rate,churn
CUST_06709,2026-01-14,199,10,9,431.39,63,378,7,0.13,0
CUST_06710,2026-05-10,83,14,6,246.75,12,48,5,0.1626,0
CUST_06711,2026-03-10,144,26,9,401.74,18,54,7,0.1929,0
CUST_06712,2024-12-28,581,53,7,449.07,49,343,6,0.0443,0
CUST_06713,2024-11-16,623,3,15,783.24,105,840,13,0.3594,0
CUST_06714,2024-11-26,613,5,9,384.72,18,198,6,0.2959,0
CUST_06715,2024-10-25,645,68,7,257.38,28,280,6,0.1617,0
CUST_06716,2025-08-18,348,13,7,146.12,42,336,5,0.4527,0
CUST_06717,2026-02-14,168,148,6,222.53,24,264,4,0.224,1
CUST_06718,2025-01-17,561,146,10,485.62,50,200,7,0.278,1
CUST_06719,2026-04-30,93,52,12,278.29,60,480,10,0.3456,0
CUST_06720,2024-12-16,593,56,8,382.29,40,280,5,0.2987,0
CUST_06721,2025-05-31,427,47,5,144.28,30,120,4,0.3205,0
CUST_06722,2025-01-18,560,8,7,305.44,14,42,6,0.1659,0
CUST_06723,2024-11-16,623,31,9,532.57,45,225,7,0.2347,0
CUST_06724,2026-01-30,183,70,9,363.28,27,135,8,0.3456,0
CUST_06725,2024-09-05,695,67,5,115.57,20,200,5,0.2965,0
CUST_06726,2024-09-23,677,103,2,63.12,14,56,3,0.3614,1
CUST_06727,2024-12-12,597,103,7,265.08,35,350,6,0.1465,1
CUST_06728,2025-02-18,529,13,8,516.32,24,192,8,0.2484,0
CUST_06729,2025-09-07,328,57,6,331.83,30,120,6,0.413,0
CUST_06730,2026-06-16,46,47,9,551.77,27,189,8,0.5661,0
CUST_06731,2025-10-04,301,97,10,460.56,70,700,6,0.0962,1
CUST_06732,2024-12-01,608,9,8,461.42,56,392,7,0.2494,0
CUST_06733,2026-06-05,57,60,6,214.45,24,72,6,0.2653,1
CUST_06734,2024-11-08,631,24,9,341.35,63,189,7,0.4901,0
CUST_06735,2026-07-17,15,22,5,156.7,15,105,4,0.1717,1
CUST_06736,2024-12-22,587,1,11,405.23,77,847,9,0.3783,0
CUST_06737,2025-10-21,284,146,6,304.91,24,72,4,0.1894,1
CUST_06738,2026-01-19,194,50,7,296.36,28,84,5,0.4281,0
CUST_06739,2025-02-15,532,40,8,274.99,16,160,6,0.2799,0
CUST_06740,2026-04-06,117,13,5,221.34,30,270,3,0.2048,0
CUST_06741,2026-07-08,24,48,4,155.93,8,32,4,0.0312,1
CUST_06742,2024-12-12,597,131,4,123.33,20,160,4,0.2829,1
CUST_06743,2026-04-19,104,8,9,426.38,18,180,9,0.5135,0
CUST_06744,2025-12-04,240,185,7,349.7,42,336,7,0.1271,1
CUST_06745,2024-09-16,684,25,8,565.32,56,616,7,0.3165,0
CUST_06746,2026-03-14,140,172,7,404.24,14,70,4,0.7113,1
CUST_06747,2025-12-21,223,45,5,198.4,30,90,4,0.0734,1
CUST_06748,2026-04-12,111,17,9,408.61,54,432,9,0.3329,0
CUST_06749,2026-05-05,88,21,6,265.41,18,162,4,0.4108,0
CUST_06750,2024-10-29,641,15,1,32.14,2,6,1,0.3112,0
CUST_06751,2026-01-08,205,18,5,217.23,25,275,4,0.4045,0
CUST_06752,2024-09-04,696,46,3,101.28,18,126,5,0.2214,0
CUST_06753,2026-05-23,70,1,9,424.24,18,108,7,0.248,0
CUST_06754,2025-01-11,567,154,5,300.19,25,175,6,0.2049,1
CUST_06755,2026-06-16,46,65,5,153.89,20,80,5,0.3304,1
CUST_06756,2025-02-06,541,127,8,380.34,56,448,8,0.1779,1
CUST_06757,2024-12-21,588,56,5,289.86,30,330,5,0.1156,0
CUST_06758,2024-09-19,681,29,4,289.96,8,24,4,0.1884,0
CUST_06759,2025-10-07,298,9,9,288.91,18,90,8,0.1935,0
CUST_06760,2025-03-11,508,32,5,260.39,30,240,4,0.5633,0
CUST_06761,2026-01-12,201,55,9,267.26,54,270,6,0.1553,0
CUST_06762,2025-03-07,512,86,8,323.57,40,120,7,0.2535,1
CUST_06763,2025-05-02,456,17,6,224.17,12,108,4,0.2774,0
CUST_06764,2026-03-10,144,32,4,128.63,8,48,4,0.3893,1
CUST_06765,2024-10-17,653,43,9,394.12,54,486,6,0.3446,0
CUST_06766,2025-09-29,306,39,8,422.84,16,176,7,0.2209,0
CUST_06767,2026-03-26,128,2,10,227.32,70,210,8,0.1174,0
CUST_06768,2025-12-31,213,29,11,258.85,55,550,8,0.1432,0
CUST_06769,2026-07-05,27,74,8,415.61,48,528,8,0.1963,1
CUST_06770,2025-10-20,285,72,8,393.07,24,144,6,0.1941,1
CUST_06771,2024-11-24,615,31,11,470.45,55,165,10,0.182,0
CUST_06772,2025-12-15,229,136,12,501.36,60,420,8,0.1566,1
CUST_06773,2025-04-30,458,78,9,453.69,18,162,9,0.0319,0
CUST_06774,2025-02-21,526,60,6,222.03,42,378,5,0.063,0
CUST_06775,2025-04-27,461,32,13,502.12,91,273,9,0.2335,0
CUST_06776,2024-08-02,729,40,5,170.77,15,150,2,0.1565,0
CUST_06777,2026-05-05,88,11,4,235.78,16,144,4,0.1615,0
CUST_06778,2025-01-27,551,34,6,204.97,18,72,6,0.2981,0
CUST_06779,2026-04-08,115,33,2,87.61,12,96,2,0.1296,1
CUST_06780,2026-01-23,190,10,7,205.79,14,126,7,0.0759,0
CUST_06781,2025-05-17,441,135,7,274.12,28,224,7,0.1255,1
CUST_06782,2026-03-23,131,12,8,395.27,40,440,6,0.3159,0
CUST_06783,2026-02-02,180,4,10,489.44,70,770,7,0.2903,0
CUST_06784,2026-06-07,55,28,7,307.34,42,462,5,0.4149,0
CUST_06785,2025-05-15,443,52,6,343.73,12,108,2,0.3013,0
CUST_06786,2025-08-08,358,9,10,455.29,70,350,6,0.5278,0
CUST_06787,2025-05-20,438,9,5,171.64,20,60,5,0.1172,0
CUST_06788,2025-07-17,380,13,10,522.36,70,560,8,0.2449,0
CUST_06789,2026-03-20,134,16,5,127.88,35,245,3,0.1134,0
CUST_06790,2024-11-16,623,12,5,241.58,35,175,4,0.1508,0
CUST_06791,2024-09-29,671,28,10,493.42,40,160,8,0.1207,0
CUST_06792,2025-12-01,243,1,8,303.73,16,96,5,0.1929,0
CUST_06793,2026-03-10,144,4,3,10.58,9,90,1,0.3897,0
CUST_06794,2025-07-31,366,58,5,114.33,25,75,7,0.0238,1
CUST_06795,2025-09-03,332,23,7,481.55,28,252,6,0.248,0
CUST_06796,2024-10-07,663,20,8,430.1,56,392,7,0.1015,0
CUST_06797,2025-08-15,351,1,4,148.11,24,144,5,0.6373,0
CUST_06798,2025-10-18,287,15,7,505.86,28,84,8,0.3984,0
CUST_06799,2026-03-23,131,77,6,154.04,12,36,4,0.3433,1
CUST_06800,2025-07-15,382,18,4,167.56,24,216,5,0.1241,0
CUST_06801,2026-04-15,108,149,7,373.18,21,84,7,0.1305,1
CUST_06802,2026-01-31,182,22,5,168.34,10,70,4,0.0727,0
CUST_06803,2024-08-02,729,28,8,278.04,56,168,6,0.4942,0
CUST_06804,2025-08-11,355,72,2,86.97,12,36,3,0.3134,1
CUST_06805,2024-09-25,675,183,4,73.6,16,112,3,0.5135,1
CUST_06806,2024-08-22,709,20,12,484.19,72,792,9,0.3868,0
CUST_06807,2026-02-16,166,5,5,254.89,20,120,6,0.1439,0
CUST_06808,2024-12-09,600,33,3,100.0,9,72,2,0.4914,0
CUST_06809,2025-10-17,288,40,5,100.62,10,70,5,0.128,1
CUST_06810,2025-01-10,568,144,4,118.75,8,64,4,0.1744,1
CUST_06811,2025-03-09,510,24,10,381.03,40,160,8,0.2005,0
CUST_06812,2026-04-08,115,4,7,275.2,49,392,5,0.0616,0
CUST_06813,2025-01-07,571,47,7,296.28,49,539,4,0.0214,0
CUST_06814,2026-04-27,96,1,6,220.21,36,180,5,0.0991,0
CUST_06815,2025-02-04,543,24,8,262.93,16,160,7,0.1603,0
CUST_06816,2026-05-06,87,23,3,152.11,18,198,3,0.1616,1
CUST_06817,2026-07-04,28,13,7,393.68,35,105,5,0.2313,0
CUST_06818,2025-05-11,447,149,7,328.09,21,231,6,0.2451,1
CUST_06819,2026-02-11,171,23,11,875.69,55,275,6,0.4699,0
CUST_06820,2026-03-08,146,101,7,201.19,21,168,6,0.0709,1
CUST_06821,2025-08-14,352,32,6,356.71,12,84,6,0.1198,0
CUST_06822,2025-06-09,418,77,4,221.75,28,252,2,0.1504,1
CUST_06823,2025-07-07,390,27,6,368.16,42,210,4,0.2461,0
CUST_06824,2025-01-05,573,214,8,460.42,32,192,7,0.3589,1
CUST_06825,2026-04-02,121,45,7,390.64,35,210,6,0.2166,0
CUST_06826,2024-11-05,634,7,7,254.28,21,84,5,0.112,0
CUST_06827,2025-10-26,279,1,9,139.55,18,144,6,0.1609,0
CUST_06828,2025-12-25,219,118,9,365.24,18,198,6,0.0873,1
CUST_06829,2026-04-30,93,52,9,423.09,63,504,6,0.4912,0
CUST_06830,2026-02-13,169,5,6,192.04,42,420,7,0.4545,0
CUST_06831,2025-11-13,261,61,9,443.38,63,189,7,0.3315,0
CUST_06832,2025-02-02,545,11,10,422.72,30,300,8,0.1154,0
CUST_06833,2025-01-26,552,74,7,300.9,35,210,5,0.2979,0
CUST_06834,2026-02-14,168,42,8,300.47,24,216,5,0.0119,0
CUST_06835,2026-02-14,168,5,8,225.55,48,528,6,0.0599,0
CUST_06836,2024-08-31,700,3,2,91.36,6,18,3,0.2344,0
CUST_06837,2026-04-17,106,28,2,91.33,6,30,1,0.1336,1
CUST_06838,2025-05-11,447,124,5,266.38,20,220,4,0.214,1
CUST_06839,2025-08-14,352,37,4,181.16,8,72,5,0.2246,0
CUST_06840,2025-03-25,494,64,9,255.91,63,693,7,0.1701,0
CUST_06841,2024-08-24,707,28,6,231.93,30,270,5,0.1141,0
CUST_06842,2026-03-09,145,21,8,358.88,56,168,6,0.3116,0
CUST_06843,2025-04-24,464,77,7,234.06,49,392,6,0.0984,1
CUST_06844,2025-10-18,287,28,9,517.21,54,270,6,0.0629,0
CUST_06845,2024-12-07,602,6,6,215.95,18,162,5,0.1897,0
CUST_06846,2026-01-22,191,14,6,338.45,12,60,4,0.3636,0
CUST_06847,2024-08-21,710,37,5,182.87,35,210,5,0.0636,0
CUST_06848,2024-10-13,657,23,9,237.35,36,216,8,0.198,0
CUST_06849,2026-05-30,63,20,5,301.91,25,75,4,0.7734,0
CUST_06850,2024-12-28,581,49,12,297.92,48,240,8,0.0588,0
CUST_06851,2024-09-20,680,45,8,365.03,40,360,6,0.2228,0
CUST_06852,2025-07-28,369,16,7,253.02,49,490,6,0.1625,0
CUST_06853,2024-08-05,726,20,13,538.32,78,234,9,0.203,0
CUST_06854,2025-09-13,322,62,5,284.63,10,60,2,0.184,1
CUST_06855,2024-10-26,644,114,6,289.13,30,210,7,0.2847,1
CUST_06856,2026-06-02,60,17,7,240.04,42,420,6,0.3189,0
CUST_06857,2025-09-19,316,15,12,529.87,60,540,8,0.2374,0
CUST_06858,2025-06-05,422,13,8,169.28,48,192,6,0.2877,0
CUST_06859,2026-01-10,203,6,2,57.77,4,20,3,0.1119,1
CUST_06860,2026-03-11,143,21,6,302.49,30,120,6,0.0482,0
CUST_06861,2025-01-03,575,32,9,526.16,63,441,8,0.2841,0
CUST_06862,2025-01-27,551,34,11,557.04,66,594,6,0.5431,0
CUST_06863,2025-10-25,280,52,3,122.6,6,54,4,0.4753,1
CUST_06864,2026-03-22,132,2,7,351.75,28,140,5,0.0254,0
CUST_06865,2025-04-10,478,37,5,207.08,25,175,4,0.0752,0
CUST_06866,2026-02-24,158,13,3,165.52,21,210,2,0.3139,0
CUST_06867,2025-05-02,456,12,6,283.89,24,168,5,0.5759,0
CUST_06868,2025-12-30,214,70,4,258.87,12,84,4,0.4771,1
CUST_06869,2026-02-11,171,7,6,201.39,42,168,7,0.3836,0
CUST_06870,2025-03-18,501,17,7,408.11,35,315,6,0.7863,0
CUST_06871,2026-03-06,148,45,5,166.85,30,90,2,0.3473,1
CUST_06872,2026-02-20,162,46,8,287.11,40,280,6,0.1255,0
CUST_06873,2025-08-16,350,2,4,216.27,20,60,3,0.0509,0
CUST_06874,2026-05-08,85,3,4,131.29,20,160,4,0.1252,0
CUST_06875,2025-11-27,247,47,8,295.75,16,176,6,0.3365,0
CUST_06876,2025-08-18,348,137,9,435.08,45,360,8,0.4408,1
CUST_06877,2024-09-20,680,292,10,301.03,20,80,8,0.35,1
CUST_06878,2026-04-19,104,195,3,275.52,21,84,4,0.5025,1
CUST_06879,2025-08-18,348,19,11,788.31,44,396,8,0.1577,0
CUST_06880,2025-12-31,213,12,5,198.0,15,150,4,0.0751,0
CUST_06881,2026-02-07,175,4,6,396.24,36,288,6,0.4877,0
CUST_06882,2025-01-26,552,17,7,254.21,42,168,6,0.0291,0
CUST_06883,2026-03-19,135,14,2,119.86,8,88,2,0.2486,1
CUST_06884,2025-09-20,315,38,6,162.86,36,396,6,0.3238,0
CUST_06885,2024-12-20,589,20,6,170.88,30,180,6,0.4242,0
CUST_06886,2025-05-08,450,11,6,223.77,24,120,5,0.2601,0
CUST_06887,2026-05-11,82,42,10,302.72,50,350,8,0.5223,0
CUST_06888,2025-04-15,473,17,5,170.37,25,225,5,0.4113,0
CUST_06889,2025-02-19,528,19,10,373.31,60,360,8,0.3875,0
CUST_06890,2025-06-15,412,41,5,227.41,15,90,2,0.2871,0
CUST_06891,2024-11-05,634,5,4,228.19,24,72,5,0.1908,0
CUST_06892,2025-10-05,300,66,3,111.36,18,126,4,0.1789,1
CUST_06893,2025-01-03,575,151,17,676.16,119,1071,12,0.2154,0
CUST_06894,2026-02-28,154,30,9,391.12,18,72,5,0.3317,0
CUST_06895,2025-01-08,570,36,7,297.31,35,175,4,0.065,0
CUST_06896,2024-12-05,604,21,5,180.72,20,100,3,0.1838,0
CUST_06897,2024-11-15,624,141,9,77.31,27,135,9,0.1785,1
CUST_06898,2025-10-09,296,6,6,275.38,12,120,5,0.3141,0
CUST_06899,2024-09-25,675,75,3,102.71,15,135,4,0.3416,1
CUST_06900,2024-12-17,592,47,3,167.07,9,90,4,0.1523,1
CUST_06901,2025-04-17,471,70,10,478.34,30,240,7,0.2369,0
CUST_06902,2026-04-22,101,135,10,397.75,30,120,8,0.3764,1
CUST_06903,2026-04-30,93,30,4,126.07,12,120,5,0.1544,1
CUST_06904,2025-12-25,219,15,10,427.81,40,320,8,0.2564,0
CUST_06905,2025-08-15,351,68,4,194.14,24,192,4,0.3278,1
CUST_06906,2025-11-06,268,83,5,198.1,15,75,4,0.2375,1
CUST_06907,2025-09-17,318,52,4,264.17,12,48,4,0.1346,1
CUST_06908,2025-07-03,394,85,4,200.07,12,36,4,0.214,1
CUST_06909,2026-03-10,144,58,6,202.24,42,210,5,0.3576,1
CUST_06910,2024-11-29,610,142,5,262.04,15,120,5,0.1799,1
CUST_06911,2025-10-15,290,38,5,112.04,30,90,6,0.1834,0
CUST_06912,2024-08-18,713,21,8,448.49,16,160,6,0.1375,0
CUST_06913,2025-01-06,572,51,13,397.21,65,195,9,0.0736,0
CUST_06914,2026-01-16,197,3,9,420.48,36,108,5,0.0951,0
CUST_06915,2025-10-23,282,31,3,142.1,9,36,5,0.331,1
CUST_06916,2025-08-30,336,66,7,344.38,14,42,3,0.2707,1
CUST_06917,2025-02-21,526,8,6,227.32,30,240,8,0.1367,0
CUST_06918,2024-11-13,626,23,8,420.97,16,96,6,0.2269,0
CUST_06919,2026-05-01,92,19,5,191.42,15,45,5,0.3415,0
CUST_06920,2025-08-13,353,18,7,433.4,14,140,5,0.2686,0
CUST_06921,2024-09-12,688,47,11,536.76,55,275,7,0.2128,0
CUST_06922,2025-01-08,570,30,3,145.25,6,30,3,0.483,0
CUST_06923,2025-02-24,523,71,6,354.73,42,252,5,0.1495,1
CUST_06924,2025-11-22,252,2,7,227.85,35,175,4,0.3873,0
CUST_06925,2026-03-06,148,27,4,126.34,16,48,3,0.5274,0
CUST_06926,2026-01-07,206,1,10,414.75,20,160,7,0.0744,0
CUST_06927,2025-07-27,370,11,10,420.43,20,100,7,0.226,0
CUST_06928,2025-10-13,292,67,3,132.03,18,126,4,0.568,1
CUST_06929,2026-06-30,32,5,7,227.79,49,490,6,0.1947,0
CUST_06930,2025-02-09,538,5,7,329.96,28,196,5,0.5949,0
CUST_06931,2026-01-19,194,23,9,432.7,45,405,7,0.1115,0
CUST_06932,2026-03-17,137,67,8,376.34,32,352,7,0.5073,1
CUST_06933,2025-11-14,260,45,12,743.61,24,168,9,0.3103,0
CUST_06934,2025-07-10,387,68,6,379.03,12,120,5,0.1431,1
CUST_06935,2026-05-28,65,2,7,217.23,21,147,5,0.1527,0
CUST_06936,2026-05-08,85,37,9,374.56,54,594,6,0.1524,0
CUST_06937,2025-03-25,494,27,9,291.12,36,216,7,0.1611,0
CUST_06938,2025-01-04,574,101,8,236.47,24,72,6,0.1,1
CUST_06939,2026-06-29,33,60,5,198.31,35,385,4,0.2017,1
CUST_06940,2026-04-25,98,24,4,192.31,8,24,5,0.2454,1
CUST_06941,2026-02-13,169,36,10,478.72,60,540,8,0.2606,0
CUST_06942,2024-12-30,579,24,7,421.5,42,252,5,0.2536,0
CUST_06943,2024-11-06,633,26,8,497.8,48,288,7,0.1264,0
CUST_06944,2025-07-26,371,45,5,130.88,20,140,1,0.2928,0
CUST_06945,2024-10-09,661,10,7,259.3,28,84,6,0.1061,0
CUST_06946,2025-05-01,457,18,4,210.9,20,140,3,0.3529,0
CUST_06947,2026-05-10,83,14,10,453.92,50,350,7,0.4277,0
CUST_06948,2025-02-10,537,72,5,299.04,25,125,5,0.1454,1
CUST_06949,2026-02-25,157,128,7,289.72,35,245,8,0.0652,1
CUST_06950,2026-01-07,206,24,4,301.37,16,176,2,0.0578,1
CUST_06951,2025-06-26,401,3,12,308.5,72,504,8,0.2591,0
CUST_06952,2025-07-05,392,4,10,275.45,30,300,9,0.1578,0
CUST_06953,2024-12-14,595,22,5,225.27,35,140,4,0.4159,0
CUST_06954,2025-01-29,549,22,8,413.42,24,240,5,0.114,0
CUST_06955,2024-08-24,707,7,9,525.08,63,567,7,0.2578,0
CUST_06956,2025-09-28,307,74,2,85.46,14,70,3,0.2018,1
CUST_06957,2026-07-09,23,31,7,199.79,28,84,6,0.1405,0
CUST_06958,2025-10-20,285,5,4,246.66,20,140,2,0.3332,0
CUST_06959,2025-06-26,401,4,8,275.23,48,384,7,0.2373,0
CUST_06960,2026-04-16,107,26,4,208.21,12,132,6,0.1145,1
CUST_06961,2025-02-04,543,5,8,423.53,40,120,5,0.1106,0
CUST_06962,2026-02-14,168,37,9,261.78,18,144,7,0.2192,0
CUST_06963,2025-06-08,419,21,4,225.63,28,252,3,0.1483,0
CUST_06964,2026-02-19,163,113,8,246.36,32,320,6,0.2995,1
CUST_06965,2025-10-24,281,24,6,265.53,42,126,6,0.2641,0
CUST_06966,2025-05-22,436,42,8,315.81,32,96,6,0.2074,0
CUST_06967,2024-11-07,632,75,7,258.55,21,126,4,0.2855,0
CUST_06968,2025-04-02,486,16,6,356.6,12,96,4,0.3305,0
CUST_06969,2025-01-17,561,32,5,231.65,35,140,4,0.2094,0
CUST_06970,2024-10-25,645,5,6,255.1,24,144,5,0.33,0
CUST_06971,2025-02-07,540,25,4,121.42,28,308,4,0.2646,0
CUST_06972,2025-03-02,517,21,5,238.21,30,150,4,0.249,0
CUST_06973,2026-07-04,28,25,7,428.91,42,420,5,0.1699,0
CUST_06974,2024-10-04,666,5,6,220.73,42,294,5,0.3356,0
CUST_06975,2025-07-19,378,22,6,267.82,12,120,7,0.1886,0
CUST_06976,2026-03-21,133,91,9,380.08,54,324,6,0.093,1
CUST_06977,2025-11-22,252,124,4,102.98,12,96,4,0.2824,1
CUST_06978,2025-01-18,560,12,7,420.36,42,126,5,0.4377,0
CUST_06979,2026-01-30,183,16,3,170.44,21,168,1,0.3289,0
CUST_06980,2025-02-11,536,1,6,245.04,24,216,6,0.0037,0
CUST_06981,2024-10-22,648,5,8,282.19,16,144,7,0.5031,0
CUST_06982,2024-09-29,671,19,7,285.1,28,168,5,0.5291,0
CUST_06983,2025-02-17,530,51,6,282.78,12,96,5,0.1822,0
CUST_06984,2025-06-16,411,15,7,408.0,14,56,7,0.2752,0
CUST_06985,2026-04-03,120,3,5,239.95,30,90,5,0.5085,0
CUST_06986,2026-04-24,99,59,6,203.99,18,180,3,0.1147,1
CUST_06987,2025-12-16,228,28,10,699.37,70,210,6,0.5489,0
CUST_06988,2026-03-19,135,32,7,368.69,42,378,6,0.2811,0
CUST_06989,2026-03-08,146,17,4,103.05,16,128,4,0.1904,0
CUST_06990,2026-01-02,211,42,5,211.3,25,225,6,0.2241,1
CUST_06991,2026-06-29,33,99,9,213.89,36,360,7,0.149,1
CUST_06992,2024-10-14,656,36,9,497.65,45,405,8,0.4407,0
CUST_06993,2026-07-06,26,39,10,532.43,30,180,7,0.2014,0
CUST_06994,2026-04-28,95,21,8,248.81,24,72,6,0.1153,0
CUST_06995,2025-08-22,344,3,7,380.32,14,140,5,0.1102,0
CUST_06996,2025-06-21,406,25,11,405.91,77,385,8,0.2251,0
CUST_06997,2024-10-19,651,116,4,243.07,28,112,4,0.4674,1
CUST_06998,2025-09-14,321,51,3,110.48,18,126,4,0.4989,1
CUST_06999,2025-10-24,281,30,7,219.39,42,252,6,0.1363,0
CUST_07000,2025-04-27,461,43,8,317.44,24,192,8,0.3777,0
CUST_07001,2025-05-03,455,36,6,347.06,42,336,4,0.0627,0
CUST_07002,2024-10-04,666,109,10,352.67,20,100,7,0.1603,0
CUST_07003,2026-07-16,16,11,9,401.14,36,108,6,0.3643,0
CUST_07004,2025-02-13,534,98,8,292.29,16,144,6,0.1068,1
CUST_07005,2024-10-05,665,52,3,88.48,18,108,5,0.509,0
CUST_07006,2024-10-20,650,6,5,252.02,15,45,2,0.4177,0
CUST_07007,2025-09-12,323,20,10,380.78,20,220,7,0.0817,0
CUST_07008,2025-02-11,536,25,12,404.93,60,600,11,0.4653,0
CUST_07009,2025-04-05,483,3,6,229.54,30,150,5,0.0888,0
CUST_07010,2025-12-18,226,36,8,347.56,48,144,7,0.0092,0
CUST_07011,2026-03-28,126,13,7,215.41,14,154,7,0.514,0
CUST_07012,2026-07-10,22,27,4,207.01,28,112,5,0.1856,1
CUST_07013,2025-03-28,491,25,7,427.69,35,350,4,0.0506,0
CUST_07014,2025-04-14,474,33,5,148.44,25,100,3,0.2914,0
CUST_07015,2025-11-07,267,84,10,512.72,20,60,8,0.2685,0
CUST_07016,2025-02-07,540,68,7,202.12,35,105,6,0.1242,0
CUST_07017,2025-05-06,452,92,5,249.96,10,70,7,0.2211,1
CUST_07018,2024-09-25,675,38,4,170.35,16,96,4,0.244,0
CUST_07019,2025-11-24,250,43,6,322.08,42,336,4,0.3599,0
CUST_07020,2025-09-15,320,25,4,96.28,16,128,4,0.4931,0
CUST_07021,2025-03-27,492,56,5,107.53,15,45,4,0.556,0
CUST_07022,2024-09-07,693,10,7,342.28,49,441,5,0.1356,0
CUST_07023,2026-06-28,34,29,9,374.64,63,378,7,0.4115,0
CUST_07024,2025-12-14,230,56,7,402.83,14,56,6,0.137,1
CUST_07025,2026-03-05,149,67,4,221.13,28,168,5,0.1139,1
CUST_07026,2026-03-11,143,12,6,202.94,42,462,5,0.1063,0
CUST_07027,2025-06-03,424,9,8,77.75,56,504,6,0.2367,0
CUST_07028,2025-05-22,436,15,7,304.2,14,84,7,0.315,0
CUST_07029,2025-09-27,308,113,7,381.54,21,210,5,0.2746,1
CUST_07030,2025-11-14,260,6,3,133.28,15,120,3,0.0031,0
CUST_07031,2024-08-16,715,137,10,271.02,50,150,6,0.0183,1
CUST_07032,2025-01-08,570,236,7,420.22,28,168,6,0.1178,1
CUST_07033,2026-04-23,100,68,4,173.69,20,180,3,0.0627,1
CUST_07034,2025-01-08,570,64,10,356.17,60,300,8,0.3185,0
CUST_07035,2025-07-08,389,137,7,392.85,21,105,6,0.2019,1
CUST_07036,2025-04-28,460,15,7,160.92,14,112,4,0.2793,0
CUST_07037,2025-07-05,392,6,7,325.98,35,105,6,0.1977,0
CUST_07038,2025-06-23,404,77,4,174.62,16,48,3,0.0502,1
CUST_07039,2024-09-29,671,8,12,383.91,48,528,9,0.2208,0
CUST_07040,2026-05-28,65,2,4,127.24,24,168,5,0.1284,0
CUST_07041,2025-11-18,256,9,7,293.2,42,210,7,0.2558,0
CUST_07042,2025-09-27,308,25,5,230.63,35,105,6,0.1391,0
CUST_07043,2025-01-01,577,30,10,475.63,30,330,8,0.2462,0
CUST_07044,2025-10-25,280,2,5,306.2,35,315,5,0.4985,0
CUST_07045,2026-03-20,134,26,7,253.43,14,126,5,0.0428,0
CUST_07046,2024-08-05,726,41,11,423.44,55,605,8,0.1624,0
CUST_07047,2025-11-12,262,120,9,284.86,63,693,7,0.0891,1
CUST_07048,2026-05-09,84,11,4,184.01,20,120,3,0.0555,1
CUST_07049,2026-05-22,71,10,6,336.38,12,96,6,0.2928,0
CUST_07050,2025-07-01,396,22,4,130.1,24,144,3,0.2515,0
CUST_07051,2026-06-09,53,185,6,246.13,18,72,6,0.3083,1
CUST_07052,2025-05-01,457,18,9,328.11,27,270,7,0.3922,0
CUST_07053,2026-06-30,32,2,8,496.07,48,480,4,0.1562,0
CUST_07054,2025-07-31,366,13,10,408.02,50,400,8,0.0963,0
CUST_07055,2025-09-23,312,36,7,298.82,49,392,8,0.254,0
CUST_07056,2025-10-08,297,23,6,285.77,18,90,6,0.2801,0
CUST_07057,2024-12-09,600,66,6,242.17,42,126,6,0.3002,0
CUST_07058,2026-03-30,124,42,10,281.22,70,770,8,0.4155,0
CUST_07059,2026-01-19,194,36,4,156.4,12,120,4,0.0327,1
CUST_07060,2025-01-20,558,17,9,224.88,27,162,6,0.0887,0
CUST_07061,2026-06-23,39,36,12,424.42,36,360,9,0.5916,0
CUST_07062,2026-05-22,71,43,9,416.14,54,162,8,0.0039,0
CUST_07063,2026-01-19,194,8,8,457.08,32,128,7,0.0857,0
CUST_07064,2025-11-28,246,59,7,215.08,49,147,5,0.2389,1
CUST_07065,2025-08-09,357,22,11,527.7,66,660,8,0.1697,0
CUST_07066,2025-03-28,491,61,4,128.78,28,84,4,0.2624,1
CUST_07067,2024-12-19,590,8,5,250.27,35,315,4,0.2351,0
CUST_07068,2025-04-19,469,48,7,244.89,49,490,6,0.1231,0
CUST_07069,2025-11-28,246,1,5,278.52,30,300,6,0.1675,0
CUST_07070,2025-10-02,303,7,7,280.41,21,84,6,0.0551,0
CUST_07071,2025-12-17,227,99,7,341.16,21,147,6,0.1431,1
CUST_07072,2025-11-02,272,27,9,376.9,18,162,7,0.3592,0
CUST_07073,2025-02-03,544,31,8,211.71,56,560,6,0.2784,0
CUST_07074,2024-08-30,701,107,4,189.05,24,264,5,0.0138,1
CUST_07075,2025-12-01,243,29,6,181.38,30,120,5,0.3788,0
CUST_07076,2025-12-04,240,47,5,251.01,20,140,4,0.0884,1
CUST_07077,2024-11-29,610,11,11,492.13,22,110,8,0.496,0
CUST_07078,2025-05-09,449,3,7,322.99,42,252,6,0.4882,0
CUST_07079,2025-06-11,416,19,10,395.51,30,90,9,0.1312,0
CUST_07080,2024-11-03,636,72,4,181.52,24,96,4,0.3858,1
CUST_07081,2026-04-21,102,26,6,193.29,24,96,6,0.471,0
CUST_07082,2024-12-11,598,8,11,366.67,66,660,8,0.1863,0
CUST_07083,2025-01-22,556,35,3,155.48,15,45,3,0.1447,0
CUST_07084,2024-09-02,698,13,9,327.06,18,126,5,0.2656,0
CUST_07085,2025-09-12,323,131,7,208.06,49,147,6,0.2376,1
